t,x,y
0,0.35,2.32
0.001,0.35459999999999997,2.32539019
0.002,0.35919999999999996,2.33077057
0.003,0.36379999999999996,2.33614114
0.004,0.36839999999999995,2.3415019
0.005,0.37299999999999994,2.34685285
0.006,0.37759999999999994,2.35219399
0.007,0.38219999999999993,2.35752532
0.008,0.3867999999999999,2.36284684
0.009000000000000001,0.3913999999999999,2.36815855
0.010000000000000002,0.3959999999999999,2.37346045
0.011000000000000003,0.4005999999999999,2.3787525400000002
0.012000000000000004,0.4051999999999999,2.38403482
0.013000000000000005,0.4097999999999999,2.38930729
0.014000000000000005,0.4143999999999999,2.39456995
0.015000000000000006,0.4189999999999999,2.3998228000000004
0.016000000000000007,0.42359999999999987,2.4050658400000002
0.017000000000000008,0.42819999999999986,2.41029907
0.01800000000000001,0.43279999999999985,2.4155224900000003
0.01900000000000001,0.43739999999999984,2.4207361000000005
0.02000000000000001,0.44199999999999984,2.4259399000000004
0.02100000000000001,0.44659999999999983,2.4311338900000004
0.022000000000000013,0.4511999999999998,2.4363180700000004
0.023000000000000013,0.4557999999999998,2.4414924400000007
0.024000000000000014,0.4603999999999998,2.4466570000000005
0.025000000000000015,0.4649999999999998,2.4518117500000005
0.026000000000000016,0.4695999999999998,2.4569566900000006
0.027000000000000017,0.4741999999999998,2.462091820000001
0.028000000000000018,0.4787999999999998,2.4672171400000007
0.02900000000000002,0.4833999999999998,2.4723326500000007
0.03000000000000002,0.48799999999999977,2.477438350000001
0.03100000000000002,0.49259999999999976,2.482534240000001
0.03200000000000002,0.49719999999999975,2.487620320000001
0.03300000000000002,0.5017999999999998,2.492696590000001
0.03400000000000002,0.5063999999999999,2.497763050000001
0.035000000000000024,0.5109999999999999,2.502819700000001
0.036000000000000025,0.5156,2.507866540000001
0.037000000000000026,0.5202,2.512903570000001
0.03800000000000003,0.5248,2.517930790000001
0.03900000000000003,0.5294000000000001,2.5229482000000014
0.04000000000000003,0.5340000000000001,2.5279558000000013
0.04100000000000003,0.5386000000000002,2.5329535900000013
0.04200000000000003,0.5432000000000002,2.5379415700000014
0.04300000000000003,0.5478000000000003,2.5429197400000016
0.04400000000000003,0.5524000000000003,2.5478881000000015
0.04500000000000003,0.5570000000000004,2.5528466500000015
0.046000000000000034,0.5616000000000004,2.5577953900000017
0.047000000000000035,0.5662000000000005,2.5627343200000015
0.048000000000000036,0.5708000000000005,2.5676634400000014
0.04900000000000004,0.5754000000000006,2.5725827500000014
0.05000000000000004,0.5800000000000006,2.5774922500000015
0.05100000000000004,0.5846000000000007,2.5823919400000013
0.05200000000000004,0.5892000000000007,2.587281820000001
0.05300000000000004,0.5938000000000008,2.592161890000001
0.05400000000000004,0.5984000000000008,2.5970321500000013
0.05500000000000004,0.6030000000000009,2.601892600000001
0.05600000000000004,0.6076000000000009,2.606743240000001
0.057000000000000044,0.612200000000001,2.611584070000001
0.058000000000000045,0.616800000000001,2.616415090000001
0.059000000000000045,0.6214000000000011,2.621236300000001
0.060000000000000046,0.6260000000000011,2.626047700000001
0.06100000000000005,0.6306000000000012,2.630849290000001
0.06200000000000005,0.6352000000000012,2.635641070000001
0.06300000000000004,0.6398000000000013,2.640423040000001
0.06400000000000004,0.6444000000000013,2.6451952000000007
0.06500000000000004,0.6490000000000014,2.6499575500000008
0.06600000000000004,0.6536000000000014,2.654710090000001
0.06700000000000005,0.6582000000000015,2.6594528200000007
0.06800000000000005,0.6628000000000015,2.6641857400000006
0.06900000000000005,0.6674000000000015,2.6689088500000007
0.07000000000000005,0.6720000000000016,2.673622150000001
0.07100000000000005,0.6766000000000016,2.6783256400000006
0.07200000000000005,0.6812000000000017,2.6830193200000005
0.07300000000000005,0.6858000000000017,2.6877031900000006
0.07400000000000005,0.6904000000000018,2.6923772500000007
0.07500000000000005,0.6950000000000018,2.6970415000000005
0.07600000000000005,0.6996000000000019,2.7016959400000005
0.07700000000000005,0.7042000000000019,2.7063405700000005
0.07800000000000006,0.708800000000002,2.7109753900000007
0.07900000000000006,0.713400000000002,2.7156004000000005
0.08000000000000006,0.7180000000000021,2.7202156000000004
0.08100000000000006,0.7226000000000021,2.7248209900000004
0.08200000000000006,0.7272000000000022,2.7294165700000006
0.08300000000000006,0.7318000000000022,2.7340023400000004
0.08400000000000006,0.7364000000000023,2.7385783000000004
0.08500000000000006,0.7410000000000023,2.7431444500000004
0.08600000000000006,0.7456000000000024,2.7477007900000006
0.08700000000000006,0.7502000000000024,2.7522473200000004
0.08800000000000006,0.7548000000000025,2.7567840400000003
0.08900000000000007,0.7594000000000025,2.7613109500000004
0.09000000000000007,0.7640000000000026,2.7658280500000005
0.09100000000000007,0.7686000000000026,2.7703353400000004
0.09200000000000007,0.7732000000000027,2.7748328200000003
0.09300000000000007,0.7778000000000027,2.7793204900000004
0.09400000000000007,0.7824000000000028,2.7837983500000005
0.09500000000000007,0.7870000000000028,2.7882664000000004
0.09600000000000007,0.7916000000000029,2.7927246400000003
0.09700000000000007,0.7962000000000029,2.7971730700000004
0.09800000000000007,0.800800000000003,2.8016116900000005
0.09900000000000007,0.805400000000003,2.8060405000000004
0.10000000000000007,0.810000000000003,2.8104595000000003
0.10100000000000008,0.8146000000000031,2.8148686900000004
0.10200000000000008,0.8192000000000031,2.8192680700000006
0.10300000000000008,0.8238000000000032,2.8236576400000004
0.10400000000000008,0.8284000000000032,2.8280374000000004
0.10500000000000008,0.8330000000000033,2.8324073500000004
0.10600000000000008,0.8376000000000033,2.8367674900000006
0.10700000000000008,0.8422000000000034,2.8411178200000005
0.10800000000000008,0.8468000000000034,2.8454583400000004
0.10900000000000008,0.8514000000000035,2.8497890500000005
0.11000000000000008,0.8560000000000035,2.8541099500000007
0.11100000000000008,0.8606000000000036,2.8584210400000005
0.11200000000000009,0.8652000000000036,2.8627223200000005
0.11300000000000009,0.8698000000000037,2.8670137900000006
0.11400000000000009,0.8744000000000037,2.8712954500000007
0.11500000000000009,0.8790000000000038,2.8755673000000006
0.11600000000000009,0.8836000000000038,2.8798293400000006
0.11700000000000009,0.8882000000000039,2.8840815700000006
0.11800000000000009,0.8928000000000039,2.888323990000001
0.11900000000000009,0.897400000000004,2.8925566000000007
0.12000000000000009,0.902000000000004,2.8967794000000007
0.1210000000000001,0.9066000000000041,2.9009923900000008
0.1220000000000001,0.9112000000000041,2.905195570000001
0.1230000000000001,0.9158000000000042,2.909388940000001
0.1240000000000001,0.9204000000000042,2.913572500000001
0.12500000000000008,0.9250000000000043,2.917746250000001
0.12600000000000008,0.9296000000000043,2.921910190000001
0.12700000000000009,0.9342000000000044,2.926064320000001
0.12800000000000009,0.9388000000000044,2.930208640000001
0.1290000000000001,0.9434000000000045,2.934343150000001
0.1300000000000001,0.9480000000000045,2.938467850000001
0.1310000000000001,0.9526000000000046,2.942582740000001
0.1320000000000001,0.9572000000000046,2.946687820000001
0.1330000000000001,0.9618000000000047,2.950783090000001
0.1340000000000001,0.9664000000000047,2.9548685500000014
0.1350000000000001,0.9710000000000047,2.9589442000000012
0.1360000000000001,0.9756000000000048,2.9630100400000012
0.1370000000000001,0.9802000000000048,2.9670660700000013
0.1380000000000001,0.9848000000000049,2.9711122900000015
0.1390000000000001,0.9894000000000049,2.9751487000000014
0.1400000000000001,0.994000000000005,2.9791753000000014
0.1410000000000001,0.998600000000005,2.9831920900000015
0.1420000000000001,1.003200000000005,2.9871990700000017
0.1430000000000001,1.007800000000005,2.9911962400000016
0.1440000000000001,1.0124000000000049,2.9951836000000016
0.1450000000000001,1.0170000000000048,2.9991611500000017
0.1460000000000001,1.0216000000000047,3.003128890000002
0.1470000000000001,1.0262000000000047,3.007086820000002
0.1480000000000001,1.0308000000000046,3.011034940000002
0.1490000000000001,1.0354000000000045,3.014973250000002
0.1500000000000001,1.0400000000000045,3.018901750000002
0.1510000000000001,1.0446000000000044,3.022820440000002
0.1520000000000001,1.0492000000000044,3.026729320000002
0.1530000000000001,1.0538000000000043,3.030628390000002
0.1540000000000001,1.0584000000000042,3.0345176500000024
0.1550000000000001,1.0630000000000042,3.0383971000000023
0.1560000000000001,1.067600000000004,3.0422667400000023
0.1570000000000001,1.072200000000004,3.0461265700000024
0.1580000000000001,1.076800000000004,3.0499765900000027
0.1590000000000001,1.081400000000004,3.0538168000000026
